id;text;auteur;date;keyword_label;valder_label;textbloc_polarity_label;textbloc_subjectivity_label;happy_transformer_label;bert_label;suicidal_bert_label;polarity_modele;modele_groupement_score;groupement_all_modele_par_3
1618391698639556610;https   t co VgRPNEqwaN;813273195851681792;2023-01-25T23:33:43.000Z;1;0;0.0;0.0;1;0;0;1;2;0
1618391687990247424;RT  I was today years old when I found out  Roach  committed Suicide 6 months after Next Friday came out  Rip Roach      https;808471634768265216;2023-01-25T23:33:41.000Z;0;1;0.05;0.1;1;1;0;1;3;1
1618391665726877697;RT  Another day  another domestic abuser in America shoots and kills his kid because he hates their mother and has easy acce;105294403;2023-01-25T23:33:36.000Z;1;1;0.21666666666666667;0.4666666666666667;1;0;0;1;3;1
1618391659888377856;RT  NO SHE DIDNT BUT WAITING ROOM TAKEN OFF SPOTIFY  SUICIDE RATES UP  GAY POPULATION PLUMMETING AS WE SPEAK;1332277646764482560;2023-01-25T23:33:34.000Z;1;1;0.4166666666666667;0.5833333333333334;1;1;0;1;4;1
1618391653571784704;Your effectively can t take away the right of someone to commit suicide  All you can do is make helping them do it a crime;29817415;2023-01-25T23:33:33.000Z;0;1;0.44285714285714284;0.6678571428571429;1;1;0;1;3;1
1618391651688534017;Women do not commit suicide by shooting themselves  It is very suspect and it is very wrong she would get investigated for ethics when local law enforcement did nothing about it;1592315490256318466;2023-01-25T23:33:32.000Z;1;1;-0.15;0.43333333333333335;1;1;0;1;4;1
1618391651596267521;RT         18                                                 https   t co mlqcJjRAvk;1555056913272176641;2023-01-25T23:33:32.000Z;1;0;0.0;0.0;1;1;0;1;3;1
1618391647376793601;"RT  tw    mention of suicide   nganggur 
 
work  Thanks so much buat temen2 yg mau share  semoga sehat selalu  panjang umur  mudah";78227605;2023-01-25T23:33:31.000Z;0;1;0.2;0.2;1;0;0;1;2;0
1618391624501055489;RT  This would shatter the male suicide epidemic  https   t co quLutkPNAv;3185487954;2023-01-25T23:33:26.000Z;1;1;0.0;0.1;1;1;0;1;4;1
1618391619677589505;"RT  Corporate suicide watch  Harley Davidson plans to go all electric 
 
Wow talk about not understanding  
Your Customers  
 
https";565959125;2023-01-25T23:33:25.000Z;1;1;0.05;0.5;1;1;0;1;4;1
1618391619031695361;"RT  Our new lyric video for  Screaming Suicide  is here  
 
   https   t co ouPIpJUC8q https   t co zXlEFHiwJR";1180579062;2023-01-25T23:33:24.000Z;0;1;0.19318181818181818;0.5522727272727272;1;0;0;1;2;0
1618391618725478401;Hate  It s responsible for 3types of death  Suicide homicide and straight up murder  Take the h out of your vocabulary for 1wk just to see how easy it is to ha e            https   t co CE2rLGVLPq;549775998;2023-01-25T23:33:24.000Z;0;1;0.008333333333333318;0.6708333333333334;1;1;0;1;3;1
1618391615453925378;"RT  California Gov   labeled the Second Amendment a  suicide pact  while flanked by at least four armed guards   
 
That is";3507603614;2023-01-25T23:33:24.000Z;1;1;-0.15;0.2;1;1;0;1;4;1
1618391601520443395;RT  NO SHE DIDNT BUT WAITING ROOM TAKEN OFF SPOTIFY  SUICIDE RATES UP  GAY POPULATION PLUMMETING AS WE SPEAK;193846949;2023-01-25T23:33:20.000Z;1;1;0.4166666666666667;0.5833333333333334;1;1;0;1;4;1
1618391599079370752;RT  Dominic Raab is facing a much broader bullying investigation than originally anticipated with at least 24 civil servants i;7262682;2023-01-25T23:33:20.000Z;0;1;0.09166666666666666;0.45;1;1;0;1;3;1
1618391598584451072;"Thanks Knighter   
 BellLetsTalk  mentalhealthmatters  MentalHealth  MentalHealthAwareness  Lambton  JrSting  AAA  U16  2023OHLdraft  
  If you or a friend are in need of urgent help  call the Talk Suicide Canada helpline at 1 833 456 4566 or visit https   t co 6519RsyzWC     https   t co SngSZrudxp";876098069611204609;2023-01-25T23:33:20.000Z;0;0;0.2;0.2;1;1;1;1;3;1
1618391582000152576;RT  Lost a great friend yesterday to suicide but I ll never loose the memories we had https   t co VDufU27RFz;1195442463911153670;2023-01-25T23:33:16.000Z;0;0;0.41923076923076924;0.5096153846153846;1;1;0;1;2;0
1618391575884861441;"RT  California Gov   labeled the Second Amendment a  suicide pact  while flanked by at least four armed guards   
 
That is";303331273;2023-01-25T23:33:14.000Z;1;1;-0.15;0.2;1;1;0;1;4;1
1618391575285092354;RT  Gavin Newsom says the second amendment is a  suicide pact  while being flanked by multiple armed security guards  You tru;87446152;2023-01-25T23:33:14.000Z;0;1;0.0;0.0;1;1;0;1;3;1
1618391567949258753;RT   left feeling suicidal as a result of Raab s alleged behaviour    it s so grim watching England from a distance and seeing cru;1202618047657390080;2023-01-25T23:33:12.000Z;1;1;-0.3666666666666667;0.3666666666666667;1;1;0;1;4;1
1618391563058675713;It s not  tricky  at all  It s a pathology referred to as Gender Identity Disorder  These people have been betrayed by those in their lives that have a responsibility to help them  Shame on you   check out the post op suicide rate  and try to live with yourself;1595580352877281281;2023-01-25T23:33:11.000Z;1;1;0.13636363636363635;0.5;1;1;0;1;4;1
1618391558528847874;"RT  Nothing about this is surprising  Everything about this is infuriating  
 
The Second Amendment is becoming a suicide pact";1398644827;2023-01-25T23:33:10.000Z;0;1;0.1375;0.5375000000000001;1;1;0;1;3;1
1618391558348496896;"TW 
  
  
  
  
  
  
  
  
  
  
Being stuck in the perpetually suicidal but not actually wanting to die mindset is the hardest thing about BPD tbh  Like I constantly feel like I could yeet myself into traffic  but I dont want to miss out on anything in the future  It s torture";1214626921;2023-01-25T23:33:10.000Z;1;1;-0.0125;0.18958333333333333;1;1;0;1;4;1
1618391553181110272;"RT  She is  NikaShakarami  
She was a brave Iranian Army  
 who was chased  tortured and raped by   IRGCterrorists during the Irani";1433511974105755650;2023-01-25T23:33:09.000Z;0;1;0.8;1.0;0;1;0;1;2;0
1618391551738269697;RT  Las Vegas Judge Commits Suicide After Facing Ethics Probe For Demanding An Investigation Into Alleged Sex Trafficking Ri;1515180598989496324;2023-01-25T23:33:08.000Z;1;1;-0.1;0.1;1;1;0;1;4;1
1618391544062693378;The Ukrainian military needs to surrender or run while they still can   None of us wants anyone to be harmed   These trolls are beyond suicidal at this point   Naziism is truly a death cult   Stalin died 70 years ago   Get over him already and leave the Donbass in peace;1611432094147743771;2023-01-25T23:33:07.000Z;1;1;0.05;0.1;1;1;0;1;4;1
1618391536844296193;RT  Andrew Bridgen  UK MP  who demanded an investigation into the cause of excess deaths and is now fighting against the Covid;1521183797416316931;2023-01-25T23:33:05.000Z;1;1;0.0;0.0;1;1;0;1;4;1
1618391536173219841;"Men are more likely to commit suicide than women 
 
Men are more likely to be homeless than women 
 
Men are victims of violent crime more often than woman 
 
Men are more likely to be killed in war than women 
 
Men are university educated less often than women 
 
What about mens rights";1518676275069861890;2023-01-25T23:33:05.000Z;1;1;0.08333333333333334;0.6066666666666667;0;1;0;1;3;1
1618391528011075585;MA Mom Lindsay Clancy ID d As Suspect In Double Fatal Strangulation Of Children In Duxbury https   t co ae2vhiC9jh;22499748;2023-01-25T23:33:03.000Z;0;1;0.0;0.0;1;1;0;1;3;1
1618391527667138561;"RT   Suicide is a leading cause of death in Canada  It impacts people of all ages   
 
But we can change the statistics   
 
 BellLet";1498825549988433929;2023-01-25T23:33:03.000Z;0;1;0.0;0.0;1;1;0;1;3;1
1618391524261400576;https   t co eXjV3yOwOD;1343462307905597440;2023-01-25T23:33:02.000Z;1;0;0.0;0.0;1;1;0;1;3;1
1618391523460288512;"Hi Sir  
At some point in life  everyone hits rock bottom   you know that point where contemplating suicide becomes a hobby  Sir  I am currently at that point so I am sending this text message and requesting help  
I know u may not b the financially buoyant type but just HELP me";1495731981467983872;2023-01-25T23:33:02.000Z;0;0;0.0;0.2;1;0;0;1;1;0
1618391519206981632;https   t co BnaztFuUs7;3184820918;2023-01-25T23:33:01.000Z;1;0;0.0;0.0;1;1;0;1;3;1
1618391517869244416;RT   Europe s slow suicide through unrestricted Muslim Migration is sad to watch;969341315136786432;2023-01-25T23:33:00.000Z;1;1;-0.4;0.7;1;1;0;1;4;1
1618391511510712320;Si elles viennent alors que je suis   Abidjan je me suicide https   t co RfcbEbHELo;701824658610454530;2023-01-25T23:32:59.000Z;1;1;0.0;0.0;1;1;1;1;5;1
1618391508302073856;"RT   Suicide is a leading cause of death in Canada  It impacts people of all ages   
 
But we can change the statistics   
 
 BellLet";23944262;2023-01-25T23:32:58.000Z;0;1;0.0;0.0;1;1;0;1;3;1
1618391502513897473;https   t co WsBBicZUmR;813273195851681792;2023-01-25T23:32:57.000Z;1;0;0.0;0.0;1;1;0;1;3;1
1618391502245466112;RT  Officials close to inquiry said to have been shocked by some claims including individuals being physically sick before mee;67284733;2023-01-25T23:32:57.000Z;0;1;-0.7071428571428571;0.8285714285714285;1;1;0;0;3;1
1618391482507096064;RT  Officials close to inquiry said to have been shocked by some claims including individuals being physically sick before mee;1254733804939481089;2023-01-25T23:32:52.000Z;0;1;-0.7071428571428571;0.8285714285714285;1;1;0;0;3;1
1618391482255433730;"She is  NikaShakarami  
She was a brave Iranian Army  
 who was chased  tortured and raped by   IRGCterrorists during the Iranian Revolution  
She was thrown from the top of the building to make her death look like a suicide  
Please be her voice ARMY   
 persianARMY https   t co 05DVqlezSg";1388499810559332354;2023-01-25T23:32:52.000Z;0;1;0.65;0.75;1;1;0;1;3;1
1618391481584345089;RT  The risk of  depression  suicide in  LongCOVID is an unmet  publichealth need  It warrants a campaign to raise public awaren;737450843637710848;2023-01-25T23:32:52.000Z;1;1;0.0;0.06666666666666667;1;1;1;1;5;1
1618391479705272320;"RT  Ridiculous  
https   t co 0XfelJZKKg";1607932020910325769;2023-01-25T23:32:51.000Z;1;1;-0.3333333333333333;1.0;1;1;0;1;4;1
1618391473434820610;Open borders next to a cartel controlled country  talk about a suicide pact moron;1583835968448040961;2023-01-25T23:32:50.000Z;1;1;-0.26666666666666666;0.5;1;1;0;1;4;1
1618391465180434432;"RT  Corporate suicide watch  Harley Davidson plans to go all electric 
 
Wow talk about not understanding  
Your Customers  
 
https";1211940760402055168;2023-01-25T23:32:48.000Z;1;1;0.05;0.5;1;1;0;1;4;1
1618391430141194240;Dramatic increase during Biden regime  about 50   inflation  but pales when compared to drug overdose deaths  over 100 000 in 2022  not to mention dramatic increase in suicide deaths   Way to go Joe;1598856757069156358;2023-01-25T23:32:39.000Z;0;1;-0.4333333333333333;0.6;1;0;0;1;2;0
1618391425011585031;Yep  we live in a nation that is truly blessed  Hopefully  this will never happen here  if it hasn t already  https   t co U8vu48SbiE;22305090;2023-01-25T23:32:38.000Z;0;0;0.13636363636363635;0.5;0;0;0;1;0;0
1618391418258722816;"RT  Corporate suicide watch  Harley Davidson plans to go all electric 
 
Wow talk about not understanding  
Your Customers  
 
https";820811185893371904;2023-01-25T23:32:37.000Z;1;1;0.05;0.5;1;1;0;1;4;1
1618391417021403137;The nation registry is called Life Scan   statement about the 2nd Amendment Right being a suicide pact is destruction of our Constitutional Rights and our rights as citizens  The problem we have is assault military style weapons have been sold around the world at the;1089559410;2023-01-25T23:32:36.000Z;1;1;0.0619047619047619;0.2119047619047619;1;1;0;1;4;1
1618391406212714498;"RT  Liberals tweeting about people s mental health is a sick joke  
 
YOU put a large part of the population at risk and then";1166799265806503936;2023-01-25T23:32:34.000Z;0;1;-0.19999999999999998;0.49523809523809526;1;1;0;1;3;1
1618391405591932928;RT  Master s degree graduate  27 years old  in full time employment committed suicide after struggling to buy food and pay;23931022;2023-01-25T23:32:34.000Z;0;1;0.22499999999999998;0.375;1;1;0;1;3;1
1618391404539187200;"RT  Corporate suicide watch  Harley Davidson plans to go all electric 
 
Wow talk about not understanding  
Your Customers  
 
https";1325107877829373955;2023-01-25T23:32:33.000Z;1;1;0.05;0.5;1;1;0;1;4;1
1618391401632534529;"RT  tw    mention of suicide   nganggur 
 
work  Thanks so much buat temen2 yg mau share  semoga sehat selalu  panjang umur  mudah";1514676955659976704;2023-01-25T23:32:33.000Z;0;1;0.2;0.2;1;0;0;1;2;0
1618391399212421121;And all of them were written to increase awareness of prejudices and biases in society and to guide the  recipients  of it  through  it    And  they  wonder why suicide rates are so high       https   t co CtK2nZy3Ci;858890498;2023-01-25T23:32:32.000Z;1;1;0.16;0.5399999999999999;0;0;0;1;2;0
1618391392228892672;"RT  Please  please    someone who died by suicide did not  commit  suicide  
 
I understand it s ingrained in many people s lan";786640961724088321;2023-01-25T23:32:30.000Z;0;1;0.5;0.5;0;1;0;1;2;0
1618391379901841410;"I have 2 theories about Tails s past  
He was called freak and his mother made a suicide by the same Way like Ritsuko s mother in Evangelion or Tails s mother died because of Shadow s version of Auswahlen from Bleach TYBW like Ishida s mother Kanae Katagiri";1417548601736183813;2023-01-25T23:32:27.000Z;0;1;-0.125;0.1875;1;0;0;1;2;0
1618391368157790208;"RT  tw  suicide  depression  etc   An update on what s been going on  Please read   
 
Read  https   t co 3DMWMsBl2B";1615088746344448027;2023-01-25T23:32:25.000Z;0;1;0.0;0.0;1;1;0;1;3;1
1618391333890297856;"RT  For those struggling today  or any other day  there are people currently standing by who can help  You are not alone  
 
Ca";4532129472;2023-01-25T23:32:16.000Z;1;0;-0.0625;0.3875;0;0;0;1;1;0
1618391307600433154;RT  once every two months someone makes the most common sense  lukewarm  dont encourage ppl to kill themselves  tweet that bl;1481506450262224904;2023-01-25T23:32:10.000Z;0;1;0.1;0.5;1;1;0;1;3;1
1618391298893053955;RT  SWEDEN  pre  ROGD   Mortality from suicide was strikingly high among sex reassigned persons  also after adjustment for prior;1468555186180431880;2023-01-25T23:32:08.000Z;0;1;0.08;0.26999999999999996;0;1;0;1;2;0
1618391295843782657;"Schools allow children to report abuse at home without telling the abusing parents    
 
If MAGA parents would support their children in the process of transitioning  this wouldn t be an issue    
 
Suicidal ideation comes from lack of parental support and bullying   Get it";167098877;2023-01-25T23:32:07.000Z;1;1;0.0;0.0;1;1;0;1;4;1
1618391295457923074;Really does fell like history repeating itself  German tanks  nazi symbolism Does anyone know if Zelenskyy has prepared his suicide bunker yet;1529390648633495552;2023-01-25T23:32:07.000Z;0;1;0.1;0.1;1;1;0;1;3;1
1618391291062280193;"RT  Our new lyric video for  Screaming Suicide  is here  
 
   https   t co ouPIpJUC8q https   t co zXlEFHiwJR";6359962;2023-01-25T23:32:06.000Z;0;1;0.19318181818181818;0.5522727272727272;1;0;0;1;2;0
1618391279678935040;You are likely counting suicide   accidental shootings and Dc cases  We don t need new laws  we need prosecution of current laws  We need the fbi actually doing 100  of background checks  we need stop and frisk in high violent crime areas  we need violent criminals jailed;1519321478659031041;2023-01-25T23:32:03.000Z;0;1;-0.18623376623376625;0.642077922077922;1;1;0;1;3;1
1618391271336464385;RT  The Anthony Weiner Project is proud to endorse  for WI Senate in 2024 against GQP Fascist Mike Gallaghe;1490468152467243013;2023-01-25T23:32:01.000Z;0;0;0.8;1.0;0;0;0;1;0;0
1618391268031369216;"RT  Nothing about this is surprising  Everything about this is infuriating  
 
The Second Amendment is becoming a suicide pact";410444393;2023-01-25T23:32:01.000Z;0;1;0.1375;0.5375000000000001;1;1;0;1;3;1
1618391261236592643;RT  Las Vegas judge who resigned to settle ethics investigation commits suicide by gunshot https   t co zjZyJeVDqV;1592315490256318466;2023-01-25T23:31:59.000Z;1;1;0.0;0.0;1;1;0;1;4;1
1618391260414476288;https   t co VgRPNEqwaN https   t co cY5n9GhQog;813273195851681792;2023-01-25T23:31:59.000Z;1;0;0.0;0.0;1;1;0;1;3;1
1618391249136025601;RT   TW suicide attempt  Hey guys  I really wouldn t want to be here asking for help  I m very embarrassed by the situatio;1453423776566325262;2023-01-25T23:31:56.000Z;0;1;0.2;0.25;1;1;0;1;3;1
1618391241611431938;"RT  Corporate suicide watch  Harley Davidson plans to go all electric 
 
Wow talk about not understanding  
Your Customers  
 
https";3223739808;2023-01-25T23:31:54.000Z;1;1;0.05;0.5;1;1;0;1;4;1
1618391240994873344;RT  Kevin s last Batman performance that I know of is in Rocksteady s Suicide Squad game  out later this year;494643115;2023-01-25T23:31:54.000Z;0;1;-0.13333333333333333;0.15555555555555556;1;0;0;1;2;0
1618391240319578112;RT  Las Vegas Judge Commits Suicide After Facing Ethics Probe For Demanding An Investigation Into Alleged Sex Trafficking Ri;1601642470521061379;2023-01-25T23:31:54.000Z;1;1;-0.1;0.1;1;1;0;1;4;1
1618391238008528897;"RT  SD has a public education crisis  
SD has a nursing home crisis  
SD has a teen suicide crisis  
SD has a poverty crisis";166348894;2023-01-25T23:31:54.000Z;1;1;0.0;0.03333333333333333;1;1;0;1;4;1
1618391230282625024;"RT  We are a non profit organisation raising awareness for mental health and suicide prevention   
 
We offer support both em";3416016598;2023-01-25T23:31:52.000Z;0;0;-0.1;0.2;0;0;0;1;0;0
1618391229238251520;"RT  Please  please    someone who died by suicide did not  commit  suicide  
 
I understand it s ingrained in many people s lan";2548757766;2023-01-25T23:31:51.000Z;0;1;0.5;0.5;0;1;0;1;2;0
1618391214604292099;Don t be hasty  it might be a suicide note;291687431;2023-01-25T23:31:48.000Z;0;1;0.0;0.0;0;1;0;1;2;0
1618391209906671618;professional before you offend  Since trans people are not overwhelmingly pedophiles nor do they commit any significant percentage of CSA  bullying trans people into committing suicide does absolutely shit all to deal with the problem of CSA  Not to mention that the vast  3;702054915930198017;2023-01-25T23:31:47.000Z;1;1;0.004999999999999999;0.7550000000000001;1;1;0;1;4;1
1618391207599828994;Cobain  Hendrix and Mercury  All 3 were music legends who died too young and would have kept making great music if they hadn t died too young  Plus I don t think Kurt really committed suicide;514911846;2023-01-25T23:31:46.000Z;0;1;0.3;0.43749999999999994;1;0;0;1;2;0
1618391182605963265;Leadership including  hasn t responded  Why have you not posted about new resources available to Veterans in suicide crises  You have over 6 million Veteran AARP members  Letter on the way   SuicidePrevention  mentalhealth   MentalHealthMatters   veteransupport https   t co kCl8ymBJoN;1606765758851186691;2023-01-25T23:31:40.000Z;1;1;0.1787878787878788;0.28484848484848485;1;1;1;1;5;1
1618391174200594432;"RT  January 25 is Bell Let s Talk Day to raise awareness about mental health   
 
Did you know 200 people attempt suicide eve";605563529;2023-01-25T23:31:38.000Z;0;1;-0.1;0.2;1;1;0;1;3;1
1618391169188401152;As someone whose little brother died by suicide  your opinion doesn t matter;72974428;2023-01-25T23:31:37.000Z;1;1;-0.1875;0.5;1;1;0;1;4;1
1618391167959453697;"RT  Nothing about this is surprising  Everything about this is infuriating  
 
The Second Amendment is becoming a suicide pact";3863223972;2023-01-25T23:31:37.000Z;0;1;0.1375;0.5375000000000001;1;1;0;1;3;1
1618391156664172547;RT  This documentary is kicking my a   but the conversation about mental health and suicide in The Bahamas is long overdue  http;1025394075170729984;2023-01-25T23:31:34.000Z;0;1;-0.05000000000000001;0.20000000000000004;1;1;0;1;3;1
1618391147348643842;Shey Faith wey Dan commit suicide or which one;1608033274508492800;2023-01-25T23:31:32.000Z;1;1;0.0;0.0;1;1;0;1;4;1
1618391130038759424;"On This Day    
Jan 25  2016  Bodo  Cameroon  
Market patrons are slaughtered by  
Islamic suicide bombers  25 Murdered 
 
https   t co 43p1Pys4SJ https   t co xP5bSocWjx";1535471528514621440;2023-01-25T23:31:28.000Z;1;1;0.0;0.0;1;1;0;1;4;1
1618391127891279872;"RT  Liberals tweeting about people s mental health is a sick joke  
 
YOU put a large part of the population at risk and then";1360749083816849408;2023-01-25T23:31:27.000Z;0;1;-0.19999999999999998;0.49523809523809526;1;1;0;1;3;1
1618391121012592643;"RT  Republicans do not commit suicide as often as Vets  
Know why  
The Republicans have better health care  
How is our gove";429588160;2023-01-25T23:31:26.000Z;0;0;0.5;0.5;1;1;0;1;2;0
1618391109574742017;RT  You flirt with suicide  sometimes that s okay;1374689126415482882;2023-01-25T23:31:23.000Z;1;1;0.5;0.5;0;0;0;1;2;0
1618391107498565633;"Oh  baby this town rips the bones from your back 
It s a death trap  it s a suicide rap 
We gotta get out while we re young 
 Cause tramps like us  baby  we were born to run";915068132;2023-01-25T23:31:22.000Z;1;1;0.05;0.2;1;1;0;1;4;1
1618391102826086400;its the  queen song thats like  dont try suicide nobodys worth it;1595915001415491585;2023-01-25T23:31:21.000Z;0;0;0.3;0.1;1;1;0;1;2;0
1618391102175997952;"RT   Suicide is a leading cause of death in Canada  It impacts people of all ages   
 
But we can change the statistics   
 
 BellLet";1490266708233240579;2023-01-25T23:31:21.000Z;0;1;0.0;0.0;1;1;0;1;3;1
1618391094508793856;RT  The Anthony Weiner Project is proud to endorse  for WI Senate in 2024 against GQP Fascist Mike Gallaghe;1396227514687803398;2023-01-25T23:31:19.000Z;0;0;0.8;1.0;0;0;0;1;0;0
1618391087248474112;"She is  NikaShakarami  
She was a brave Iranian Army  
 who was chased  tortured and raped by  IRGCterrorists during the Iranian Revolution  
She was thrown from the top of the building to make her death look like a suicide  
Please be her voice ARMY   
 persianARMY https   t co PpWuDenRhk";1590009442543833089;2023-01-25T23:31:18.000Z;0;1;0.65;0.75;1;1;0;1;3;1
1618391085046460417;RT  On March 17  Canada will open up eligibility for MAID to the mentally ill  Recently  they have lifted the mandatory 10 day ref;1600347381836517376;2023-01-25T23:31:17.000Z;1;1;-0.16666666666666666;0.5833333333333334;0;1;0;1;3;1
